1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	0.999666667
1	0.999666667
1	0.999666667
1	0.999666667
1	0.999666667
1	0.999666667
1	0.999666667
1	0.999333333
1	0.999333333
1	0.999333333
1	0.999
1	0.998666667
1	0.998
1	0.995
1	0.995
1	0.994333333
1	0.993
1	0.991666667
1	0.989666667
1	0.987
1	0.986
1	0.984
1	0.978
1	0.975333333
1	0.97
1	0.964333333
1	0.959333333
1	0.950333333
1	0.939666667
1	0.934666667
1	0.925333333
1	0.91
1	0.899666667
1	0.889
1	0.876
1	0.856333333
1	0.844666667
1	0.827333333
1	0.808
1	0.784
1	0.764
1	0.741333333
1	0.716
1	0.688333333
1	0.667333333
1	0.643
1	0.614666667
1	0.585
1	0.563333333
1	0.537666667
1	0.510666667
1	0.475333333
1	0.451333333
1	0.426
0.999666667	0.406333333
0.999666667	0.384666667
0.999666667	0.355666667
0.999666667	0.338
0.999666667	0.318333333
0.999666667	0.3
0.999666667	0.276
0.999666667	0.257666667
0.999666667	0.24
0.999666667	0.219666667
0.999666667	0.198666667
0.999666667	0.184333333
0.999666667	0.169333333
0.999666667	0.150333333
0.999666667	0.136
0.999666667	0.129
0.999	0.118
0.998666667	0.111
0.998333333	0.104666667
0.998333333	0.096333333
0.998333333	0.086333333
0.998333333	0.078333333
0.998333333	0.069666667
0.998	0.061
0.998	0.057
0.998	0.050333333
0.997666667	0.044333333
0.997666667	0.038666667
0.997333333	0.034333333
0.997	0.030666667
0.996666667	0.027666667
0.996333333	0.025333333
0.996333333	0.022333333
0.996	0.020333333
0.996	0.019333333
0.995	0.017
0.994333333	0.016
0.994	0.014333333
0.994	0.012
0.993333333	0.010333333
0.993333333	0.01
0.993	0.009333333
0.992333333	0.008333333
0.991333333	0.006333333
0.990333333	0.005666667
0.990333333	0.005
0.99	0.004333333
0.988333333	0.004333333
0.987666667	0.003333333
0.987333333	0.003
0.986666667	0.002666667
0.985666667	0.002333333
0.984666667	0.002333333
0.984333333	0.002333333
0.983666667	0.002333333
0.983333333	0.001666667
0.982	0.001333333
0.98	0.001333333
0.978666667	0.001
0.978333333	0.001
0.977333333	0.001
0.975666667	0.001
0.974	0.000666667
0.971333333	0.000666667
0.968666667	0.000666667
0.967666667	0.000666667
0.965666667	0.000666667
0.962333333	0.000666667
0.958333333	0.000666667
0.957	0.000666667
0.955	0.000666667
0.952333333	0.000666667
0.95	0.000666667
0.946	0.000333333
0.942	0.000333333
0.939	0.000333333
0.934333333	0.000333333
0.928333333	0.000333333
0.925333333	0.000333333
0.922	0.000333333
0.918	0.000333333
0.913	0.000333333
0.907333333	0.000333333
0.903	0.000333333
0.899	0.000333333
0.894	0.000333333
